alert_id,entity_id,asset_id,category,severity,created_at,first_ack_at,closed_at,disposition,escalated,escalated_at,case_id
AL-000013,CSE-001,AST-001-2,malware,high,2026-08-10T01:13:00+00:00,2026-08-10T01:18:00+00:00,2026-08-10T08:47:00+00:00,false_positive,False,,
AL-000014,CSE-001,AST-001-3,phishing,medium,2026-08-23T09:09:00+00:00,2026-08-23T09:14:00+00:00,2026-08-23T11:10:00+00:00,false_positive,False,,
AL-000015,CSE-001,AST-001-2,phishing,medium,2026-08-28T04:53:00+00:00,2026-08-28T04:58:00+00:00,2026-08-28T12:46:00+00:00,false_positive,False,,
AL-000016,CSE-001,AST-001-3,malware,low,2026-08-07T10:45:00+00:00,2026-08-07T10:50:00+00:00,2026-08-07T14:29:00+00:00,false_positive,False,,
AL-000017,CSE-001,AST-001-2,DoS,high,2026-08-22T11:32:00+00:00,2026-08-22T11:37:00+00:00,2026-08-22T18:29:00+00:00,true_positive,False,,
AL-000018,CSE-001,AST-001-3,phishing,low,2026-08-22T08:10:00+00:00,2026-08-22T08:15:00+00:00,2026-08-22T13:04:00+00:00,false_positive,False,,
AL-000019,CSE-001,AST-001-2,intrusion,medium,2026-08-07T18:25:00+00:00,2026-08-07T18:30:00+00:00,2026-08-07T23:05:00+00:00,benign,False,,
AL-000020,CSE-001,AST-001-2,phishing,low,2026-08-25T15:48:00+00:00,2026-08-25T15:53:00+00:00,2026-08-25T17:45:00+00:00,benign,False,,
AL-000021,CSE-001,AST-001-3,intrusion,low,2026-08-17T02:33:00+00:00,2026-08-17T02:38:00+00:00,2026-08-17T11:39:00+00:00,true_positive,False,,
AL-000022,CSE-001,AST-001-2,phishing,medium,2026-08-10T07:22:00+00:00,2026-08-10T07:27:00+00:00,2026-08-10T09:51:00+00:00,false_positive,False,,
AL-000023,CSE-001,AST-001-2,intrusion,medium,2026-08-12T05:20:00+00:00,2026-08-12T05:25:00+00:00,2026-08-12T14:58:00+00:00,true_positive,False,,
AL-000024,CSE-001,AST-001-3,DoS,high,2026-08-02T14:32:00+00:00,2026-08-02T14:37:00+00:00,2026-08-02T21:42:00+00:00,false_positive,False,,
AL-000025,CSE-001,AST-001-3,malware,high,2026-08-22T20:36:00+00:00,2026-08-22T20:41:00+00:00,2026-08-23T03:44:00+00:00,false_positive,False,,
AL-000026,CSE-001,AST-001-3,intrusion,high,2026-08-27T16:55:00+00:00,2026-08-27T17:00:00+00:00,2026-08-28T01:41:00+00:00,true_positive,False,,
AL-000027,CSE-001,AST-001-2,DoS,low,2026-08-07T01:11:00+00:00,2026-08-07T01:16:00+00:00,2026-08-07T07:23:00+00:00,benign,False,,
AL-000028,CSE-001,AST-001-2,phishing,medium,2026-08-16T05:03:00+00:00,2026-08-16T05:08:00+00:00,2026-08-16T12:31:00+00:00,benign,False,,
AL-000029,CSE-001,AST-001-3,malware,low,2026-08-27T18:06:00+00:00,2026-08-27T18:11:00+00:00,2026-08-28T00:56:00+00:00,false_positive,False,,
AL-000030,CSE-001,AST-001-3,malware,low,2026-08-25T07:06:00+00:00,2026-08-25T07:11:00+00:00,2026-08-25T12:32:00+00:00,true_positive,False,,
AL-000031,CSE-001,AST-001-3,phishing,low,2026-08-25T10:05:00+00:00,2026-08-25T10:10:00+00:00,2026-08-25T16:22:00+00:00,unresolved,False,,
AL-000032,CSE-001,AST-001-2,DoS,medium,2026-08-17T12:52:00+00:00,2026-08-17T12:57:00+00:00,2026-08-17T16:59:00+00:00,true_positive,False,,
AL-000033,CSE-001,AST-001-2,phishing,high,2026-08-18T08:58:00+00:00,2026-08-18T09:03:00+00:00,2026-08-18T17:44:00+00:00,false_positive,False,,
AL-000034,CSE-001,AST-001-3,intrusion,critical,2026-08-16T06:29:00+00:00,2026-08-16T06:34:00+00:00,2026-08-16T13:34:00+00:00,false_positive,False,,
AL-000035,CSE-001,AST-001-2,malware,medium,2026-08-02T20:11:00+00:00,2026-08-02T20:16:00+00:00,2026-08-03T00:10:00+00:00,false_positive,False,,
AL-000036,CSE-001,AST-001-3,intrusion,high,2026-08-19T22:53:00+00:00,2026-08-19T22:58:00+00:00,2026-08-20T06:44:00+00:00,false_positive,False,,
AL-000037,CSE-001,AST-001-2,phishing,medium,2026-08-27T08:26:00+00:00,2026-08-27T08:31:00+00:00,2026-08-27T10:30:00+00:00,benign,False,,
AL-000038,CSE-001,AST-001-3,malware,high,2026-08-09T10:01:00+00:00,2026-08-09T10:06:00+00:00,2026-08-09T18:55:00+00:00,benign,False,,
AL-000039,CSE-001,AST-001-2,DoS,medium,2026-08-23T15:26:00+00:00,2026-08-23T15:31:00+00:00,2026-08-23T16:46:00+00:00,false_positive,False,,
AL-000040,CSE-001,AST-001-3,intrusion,low,2026-08-17T03:49:00+00:00,2026-08-17T03:54:00+00:00,2026-08-17T12:05:00+00:00,unresolved,False,,
AL-000041,CSE-001,AST-001-2,malware,low,2026-08-12T11:12:00+00:00,2026-08-12T11:17:00+00:00,2026-08-12T16:50:00+00:00,unresolved,False,,
AL-000042,CSE-001,AST-001-2,DoS,medium,2026-08-15T00:56:00+00:00,2026-08-15T01:01:00+00:00,2026-08-15T02:20:00+00:00,unresolved,False,,
AL-000043,CSE-001,AST-001-3,intrusion,high,2026-08-27T20:43:00+00:00,2026-08-27T20:48:00+00:00,2026-08-28T04:36:00+00:00,false_positive,False,,
AL-000044,CSE-001,AST-001-3,malware,high,2026-08-21T08:07:00+00:00,2026-08-21T08:12:00+00:00,2026-08-21T15:44:00+00:00,false_positive,False,,
AL-000045,CSE-001,AST-001-3,malware,low,2026-08-09T03:19:00+00:00,2026-08-09T03:24:00+00:00,2026-08-09T11:02:00+00:00,unresolved,False,,
AL-000046,CSE-001,AST-001-2,intrusion,high,2026-08-29T13:48:00+00:00,2026-08-29T13:53:00+00:00,2026-08-29T21:38:00+00:00,true_positive,False,,
AL-000047,CSE-001,AST-001-3,DoS,high,2026-08-13T02:50:00+00:00,2026-08-13T02:55:00+00:00,2026-08-13T12:07:00+00:00,false_positive,False,,
AL-000048,CSE-001,AST-001-3,malware,medium,2026-08-21T05:00:00+00:00,2026-08-21T05:05:00+00:00,2026-08-21T14:44:00+00:00,true_positive,False,,
AL-000049,CSE-001,AST-001-3,malware,low,2026-08-25T10:43:00+00:00,2026-08-25T10:48:00+00:00,2026-08-25T13:47:00+00:00,benign,False,,
AL-000050,CSE-001,AST-001-2,malware,medium,2026-08-21T21:37:00+00:00,2026-08-21T21:42:00+00:00,2026-08-22T03:10:00+00:00,benign,False,,
AL-000051,CSE-001,AST-001-3,intrusion,high,2026-08-05T10:27:00+00:00,2026-08-05T10:32:00+00:00,2026-08-05T17:14:00+00:00,true_positive,False,,
AL-000052,CSE-001,AST-001-2,intrusion,critical,2026-08-26T21:53:00+00:00,2026-08-26T21:58:00+00:00,2026-08-27T05:26:00+00:00,false_positive,False,,
AL-000053,CSE-001,AST-001-3,intrusion,critical,2026-08-15T18:11:00+00:00,2026-08-15T18:16:00+00:00,2026-08-16T02:02:00+00:00,unresolved,False,,
AL-000054,CSE-001,AST-001-3,phishing,medium,2026-08-29T18:42:00+00:00,2026-08-29T18:47:00+00:00,2026-08-29T21:02:00+00:00,true_positive,False,,
AL-000055,CSE-001,AST-001-3,malware,medium,2026-08-26T10:20:00+00:00,2026-08-26T10:25:00+00:00,2026-08-26T11:23:00+00:00,benign,False,,
AL-000056,CSE-001,AST-001-3,malware,high,2026-08-03T10:37:00+00:00,2026-08-03T10:42:00+00:00,2026-08-03T17:16:00+00:00,benign,False,,
AL-000057,CSE-001,AST-001-2,intrusion,high,2026-08-11T06:10:00+00:00,2026-08-11T06:15:00+00:00,2026-08-11T13:34:00+00:00,false_positive,False,,
AL-000058,CSE-001,AST-001-3,intrusion,medium,2026-08-15T02:36:00+00:00,2026-08-15T02:41:00+00:00,2026-08-15T11:59:00+00:00,benign,False,,
AL-000059,CSE-001,AST-001-2,DoS,medium,2026-08-18T12:52:00+00:00,2026-08-18T12:57:00+00:00,2026-08-18T22:12:00+00:00,benign,False,,
AL-000060,CSE-001,AST-001-2,DoS,medium,2026-08-05T08:14:00+00:00,2026-08-05T08:19:00+00:00,2026-08-05T14:00:00+00:00,false_positive,False,,
AL-000061,CSE-001,AST-001-2,intrusion,high,2026-08-30T11:00:00+00:00,2026-08-30T11:00:00+00:00,2026-08-30T11:02:00+00:00,true_positive,True,2026-08-30T11:01:00+00:00,
AL-000062,CSE-002,AST-002-2,phishing,high,2026-08-08T20:47:00+00:00,2026-08-08T20:52:00+00:00,2026-08-09T07:26:00+00:00,true_positive,False,,
AL-000063,CSE-002,AST-002-1,DoS,high,2026-08-20T02:56:00+00:00,2026-08-20T03:01:00+00:00,2026-08-20T10:01:00+00:00,true_positive,False,,
AL-000064,CSE-002,AST-002-1,intrusion,low,2026-08-03T19:01:00+00:00,2026-08-03T19:06:00+00:00,2026-08-03T21:25:00+00:00,true_positive,False,,
AL-000065,CSE-002,AST-002-1,DoS,low,2026-08-27T03:38:00+00:00,2026-08-27T03:43:00+00:00,2026-08-27T11:00:00+00:00,true_positive,False,,
AL-000066,CSE-002,AST-002-3,DoS,medium,2026-08-28T22:51:00+00:00,2026-08-28T22:56:00+00:00,2026-08-29T04:29:00+00:00,false_positive,False,,
AL-000067,CSE-002,AST-002-3,phishing,medium,2026-08-21T06:41:00+00:00,2026-08-21T06:46:00+00:00,2026-08-21T14:18:00+00:00,benign,False,,
AL-000068,CSE-002,AST-002-1,phishing,low,2026-08-29T05:45:00+00:00,2026-08-29T05:50:00+00:00,2026-08-29T14:45:00+00:00,false_positive,False,,
AL-000069,CSE-002,AST-002-1,DoS,medium,2026-08-13T22:26:00+00:00,2026-08-13T22:31:00+00:00,2026-08-14T01:58:00+00:00,false_positive,False,,
AL-000070,CSE-002,AST-002-3,intrusion,low,2026-08-15T07:29:00+00:00,2026-08-15T07:34:00+00:00,2026-08-15T09:19:00+00:00,true_positive,False,,
AL-000071,CSE-002,AST-002-3,malware,low,2026-08-03T16:19:00+00:00,2026-08-03T16:24:00+00:00,2026-08-04T00:51:00+00:00,benign,False,,
AL-000072,CSE-002,AST-002-2,DoS,high,2026-08-02T02:14:00+00:00,2026-08-02T02:19:00+00:00,2026-08-02T10:28:00+00:00,benign,False,,
AL-000073,CSE-002,AST-002-3,DoS,medium,2026-08-09T01:38:00+00:00,2026-08-09T01:43:00+00:00,2026-08-09T03:50:00+00:00,false_positive,False,,
AL-000074,CSE-002,AST-002-1,intrusion,medium,2026-08-06T07:45:00+00:00,2026-08-06T07:50:00+00:00,2026-08-06T12:54:00+00:00,benign,False,,
AL-000075,CSE-002,AST-002-2,malware,medium,2026-08-28T17:28:00+00:00,2026-08-28T17:33:00+00:00,2026-08-28T19:43:00+00:00,false_positive,False,,
AL-000076,CSE-002,AST-002-2,intrusion,medium,2026-08-20T16:36:00+00:00,2026-08-20T16:41:00+00:00,2026-08-20T20:54:00+00:00,false_positive,False,,
AL-000077,CSE-002,AST-002-3,DoS,low,2026-08-25T04:42:00+00:00,2026-08-25T04:47:00+00:00,2026-08-25T11:52:00+00:00,unresolved,False,,
AL-000078,CSE-002,AST-002-3,DoS,low,2026-08-05T17:29:00+00:00,2026-08-05T17:34:00+00:00,2026-08-05T22:48:00+00:00,false_positive,False,,
AL-000079,CSE-002,AST-002-2,malware,high,2026-08-16T07:29:00+00:00,2026-08-16T07:34:00+00:00,2026-08-16T15:12:00+00:00,benign,False,,
AL-000080,CSE-002,AST-002-2,DoS,high,2026-08-22T03:27:00+00:00,2026-08-22T03:32:00+00:00,2026-08-22T10:22:00+00:00,benign,False,,
AL-000081,CSE-002,AST-002-2,phishing,medium,2026-08-03T20:26:00+00:00,2026-08-03T20:31:00+00:00,2026-08-03T22:37:00+00:00,true_positive,False,,
AL-000082,CSE-002,AST-002-1,malware,critical,2026-08-13T15:47:00+00:00,2026-08-13T15:52:00+00:00,2026-08-13T23:43:00+00:00,unresolved,False,,
AL-000083,CSE-002,AST-002-3,DoS,medium,2026-08-07T06:36:00+00:00,2026-08-07T06:41:00+00:00,2026-08-07T11:36:00+00:00,benign,False,,
AL-000084,CSE-002,AST-002-2,phishing,low,2026-08-03T01:34:00+00:00,2026-08-03T01:39:00+00:00,2026-08-03T09:03:00+00:00,true_positive,False,,
AL-000085,CSE-002,AST-002-2,intrusion,low,2026-08-12T15:09:00+00:00,2026-08-12T15:14:00+00:00,2026-08-12T17:18:00+00:00,benign,False,,
AL-000086,CSE-002,AST-002-3,phishing,medium,2026-08-16T23:41:00+00:00,2026-08-16T23:46:00+00:00,2026-08-17T07:13:00+00:00,benign,False,,
AL-000087,CSE-002,AST-002-3,DoS,medium,2026-08-16T05:28:00+00:00,2026-08-16T05:33:00+00:00,2026-08-16T07:43:00+00:00,true_positive,False,,
AL-000088,CSE-002,AST-002-2,DoS,low,2026-08-27T02:30:00+00:00,2026-08-27T02:35:00+00:00,2026-08-27T07:53:00+00:00,false_positive,False,,
AL-000089,CSE-002,AST-002-2,DoS,medium,2026-08-08T01:05:00+00:00,2026-08-08T01:10:00+00:00,2026-08-08T08:39:00+00:00,benign,False,,
AL-000090,CSE-002,AST-002-2,intrusion,low,2026-08-08T09:17:00+00:00,2026-08-08T09:22:00+00:00,2026-08-08T17:26:00+00:00,false_positive,False,,
AL-000091,CSE-002,AST-002-3,phishing,low,2026-08-25T22:19:00+00:00,2026-08-25T22:24:00+00:00,2026-08-26T00:05:00+00:00,false_positive,False,,
AL-000092,CSE-002,AST-002-2,DoS,high,2026-08-19T09:13:00+00:00,2026-08-19T09:18:00+00:00,2026-08-19T16:32:00+00:00,unresolved,False,,
AL-000093,CSE-002,AST-002-1,phishing,medium,2026-08-12T17:35:00+00:00,2026-08-12T17:40:00+00:00,2026-08-12T22:53:00+00:00,unresolved,False,,
AL-000094,CSE-002,AST-002-3,phishing,low,2026-08-05T22:57:00+00:00,2026-08-05T23:02:00+00:00,2026-08-06T08:30:00+00:00,benign,False,,
AL-000095,CSE-002,AST-002-2,malware,medium,2026-08-26T22:35:00+00:00,2026-08-26T22:40:00+00:00,2026-08-27T00:40:00+00:00,benign,False,,
AL-000096,CSE-002,AST-002-2,intrusion,high,2026-08-27T17:25:00+00:00,2026-08-27T17:30:00+00:00,2026-08-28T00:16:00+00:00,false_positive,False,,
AL-000097,CSE-002,AST-002-3,phishing,low,2026-08-17T16:09:00+00:00,2026-08-17T16:14:00+00:00,2026-08-17T21:47:00+00:00,benign,False,,
AL-000098,CSE-002,AST-002-3,DoS,critical,2026-08-27T07:02:00+00:00,2026-08-27T07:07:00+00:00,2026-08-27T15:04:00+00:00,false_positive,False,,
AL-000099,CSE-002,AST-002-1,phishing,critical,2026-08-29T05:56:00+00:00,2026-08-29T06:01:00+00:00,2026-08-29T13:19:00+00:00,benign,False,,
AL-000100,CSE-002,AST-002-2,malware,high,2026-08-27T21:04:00+00:00,2026-08-27T21:09:00+00:00,2026-08-28T05:33:00+00:00,false_positive,False,,
AL-000101,CSE-002,AST-002-1,phishing,low,2026-08-05T17:23:00+00:00,2026-08-05T17:28:00+00:00,2026-08-06T01:22:00+00:00,benign,False,,
AL-000102,CSE-002,AST-002-3,phishing,low,2026-08-04T03:02:00+00:00,2026-08-04T03:07:00+00:00,2026-08-04T04:21:00+00:00,true_positive,False,,
AL-000103,CSE-002,AST-002-1,malware,low,2026-08-02T01:54:00+00:00,2026-08-02T01:59:00+00:00,2026-08-02T10:06:00+00:00,benign,False,,
AL-000104,CSE-002,AST-002-3,DoS,critical,2026-08-11T02:18:00+00:00,2026-08-11T02:23:00+00:00,2026-08-11T10:28:00+00:00,benign,False,,
AL-000105,CSE-002,AST-002-1,phishing,low,2026-08-06T04:46:00+00:00,2026-08-06T04:51:00+00:00,2026-08-06T09:52:00+00:00,true_positive,False,,
AL-000106,CSE-002,AST-002-2,malware,high,2026-08-15T20:51:00+00:00,2026-08-15T20:56:00+00:00,2026-08-16T04:56:00+00:00,benign,False,,
AL-000107,CSE-002,AST-002-1,phishing,low,2026-08-06T21:56:00+00:00,2026-08-06T22:01:00+00:00,2026-08-07T05:32:00+00:00,false_positive,False,,
AL-000108,CSE-002,AST-002-1,phishing,medium,2026-08-15T08:19:00+00:00,2026-08-15T08:24:00+00:00,2026-08-15T18:08:00+00:00,true_positive,False,,
AL-000109,CSE-002,AST-002-1,intrusion,high,2026-08-30T08:58:00+00:00,2026-08-30T09:03:00+00:00,2026-08-30T15:17:00+00:00,true_positive,False,,
AL-000110,CSE-002,AST-002-3,phishing,low,2026-08-27T20:10:00+00:00,2026-08-27T20:15:00+00:00,2026-08-28T00:33:00+00:00,false_positive,False,,
AL-000111,CSE-002,AST-002-2,malware,medium,2026-08-07T18:17:00+00:00,2026-08-07T18:22:00+00:00,2026-08-08T03:08:00+00:00,true_positive,False,,
AL-000112,CSE-002,AST-002-2,intrusion,low,2026-08-03T01:35:00+00:00,2026-08-03T01:40:00+00:00,2026-08-03T06:20:00+00:00,benign,False,,
AL-000113,CSE-002,AST-002-3,intrusion,critical,2026-08-11T16:09:00+00:00,2026-08-11T16:14:00+00:00,2026-08-12T00:30:00+00:00,false_positive,False,,
AL-000114,CSE-002,AST-002-3,intrusion,low,2026-08-04T00:04:00+00:00,2026-08-04T00:09:00+00:00,2026-08-04T05:20:00+00:00,true_positive,False,,
AL-000115,CSE-002,AST-002-2,phishing,medium,2026-08-27T19:00:00+00:00,2026-08-27T19:05:00+00:00,2026-08-27T22:44:00+00:00,benign,False,,
AL-000116,CSE-002,AST-002-3,phishing,medium,2026-08-02T07:52:00+00:00,2026-08-02T07:57:00+00:00,2026-08-02T12:34:00+00:00,true_positive,False,,
AL-000117,CSE-002,AST-002-2,intrusion,low,2026-08-13T01:19:00+00:00,2026-08-13T01:24:00+00:00,2026-08-13T05:10:00+00:00,false_positive,False,,
AL-000118,CSE-002,AST-002-2,phishing,medium,2026-08-26T05:03:00+00:00,2026-08-26T05:08:00+00:00,2026-08-26T08:04:00+00:00,false_positive,False,,
AL-000119,CSE-002,AST-002-1,DoS,medium,2026-08-14T15:16:00+00:00,2026-08-14T15:21:00+00:00,2026-08-14T22:05:00+00:00,false_positive,False,,
AL-000120,CSE-002,AST-002-2,intrusion,medium,2026-08-20T13:29:00+00:00,2026-08-20T13:34:00+00:00,2026-08-20T19:25:00+00:00,benign,False,,
AL-000121,CSE-002,AST-002-2,DoS,high,2026-08-02T14:37:00+00:00,2026-08-02T14:42:00+00:00,2026-08-02T22:42:00+00:00,unresolved,False,,
AL-000122,CSE-003,AST-003-3,phishing,medium,2026-08-15T21:29:00+00:00,2026-08-15T21:34:00+00:00,2026-08-16T00:54:00+00:00,false_positive,False,,
AL-000123,CSE-003,AST-003-1,DoS,medium,2026-08-06T05:11:00+00:00,2026-08-06T05:16:00+00:00,2026-08-06T06:33:00+00:00,true_positive,False,,
AL-000124,CSE-003,AST-003-1,intrusion,low,2026-08-06T01:59:00+00:00,2026-08-06T02:04:00+00:00,2026-08-06T03:40:00+00:00,false_positive,False,,
AL-000125,CSE-003,AST-003-3,intrusion,low,2026-08-25T11:36:00+00:00,2026-08-25T11:41:00+00:00,2026-08-25T13:11:00+00:00,true_positive,False,,
AL-000126,CSE-003,AST-003-1,phishing,high,2026-08-06T12:18:00+00:00,2026-08-06T12:23:00+00:00,2026-08-06T21:33:00+00:00,true_positive,False,,
AL-000127,CSE-003,AST-003-1,DoS,medium,2026-08-11T02:46:00+00:00,2026-08-11T02:51:00+00:00,2026-08-11T04:50:00+00:00,unresolved,False,,
AL-000128,CSE-003,AST-003-1,phishing,low,2026-08-17T11:06:00+00:00,2026-08-17T11:11:00+00:00,2026-08-17T19:02:00+00:00,benign,False,,
AL-000129,CSE-003,AST-003-3,malware,medium,2026-08-08T15:52:00+00:00,2026-08-08T15:57:00+00:00,2026-08-08T20:21:00+00:00,true_positive,False,,
AL-000130,CSE-003,AST-003-2,DoS,low,2026-08-08T13:28:00+00:00,2026-08-08T13:33:00+00:00,2026-08-08T19:11:00+00:00,true_positive,False,,
AL-000131,CSE-003,AST-003-3,DoS,medium,2026-08-03T19:26:00+00:00,2026-08-03T19:31:00+00:00,2026-08-04T05:20:00+00:00,benign,False,,
AL-000132,CSE-003,AST-003-1,malware,medium,2026-08-11T14:57:00+00:00,2026-08-11T15:02:00+00:00,2026-08-11T17:13:00+00:00,false_positive,False,,
AL-000133,CSE-003,AST-003-3,malware,medium,2026-08-06T06:32:00+00:00,2026-08-06T06:37:00+00:00,2026-08-06T14:19:00+00:00,false_positive,False,,
AL-000134,CSE-003,AST-003-1,malware,high,2026-08-21T14:48:00+00:00,2026-08-21T14:53:00+00:00,2026-08-21T23:12:00+00:00,false_positive,False,,
AL-000135,CSE-003,AST-003-2,malware,medium,2026-08-22T00:44:00+00:00,2026-08-22T00:49:00+00:00,2026-08-22T10:41:00+00:00,false_positive,False,,
AL-000136,CSE-003,AST-003-3,phishing,low,2026-08-28T01:28:00+00:00,2026-08-28T01:33:00+00:00,2026-08-28T10:01:00+00:00,benign,False,,
AL-000137,CSE-003,AST-003-3,phishing,medium,2026-08-11T16:12:00+00:00,2026-08-11T16:17:00+00:00,2026-08-12T00:20:00+00:00,true_positive,False,,
AL-000138,CSE-003,AST-003-2,intrusion,medium,2026-08-19T20:51:00+00:00,2026-08-19T20:56:00+00:00,2026-08-20T05:46:00+00:00,benign,False,,
AL-000139,CSE-003,AST-003-2,DoS,high,2026-08-16T12:08:00+00:00,2026-08-16T12:13:00+00:00,2026-08-16T21:59:00+00:00,false_positive,False,,
AL-000140,CSE-003,AST-003-2,DoS,high,2026-08-21T15:45:00+00:00,2026-08-21T15:50:00+00:00,2026-08-21T22:36:00+00:00,false_positive,False,,
AL-000141,CSE-003,AST-003-2,phishing,low,2026-08-15T02:09:00+00:00,2026-08-15T02:14:00+00:00,2026-08-15T03:20:00+00:00,benign,False,,
AL-000142,CSE-003,AST-003-2,intrusion,low,2026-08-12T04:57:00+00:00,2026-08-12T05:02:00+00:00,2026-08-12T06:01:00+00:00,true_positive,False,,
AL-000143,CSE-003,AST-003-1,phishing,critical,2026-08-29T18:44:00+00:00,2026-08-29T18:49:00+00:00,2026-08-30T03:14:00+00:00,false_positive,False,,
AL-000144,CSE-003,AST-003-2,phishing,low,2026-08-14T01:42:00+00:00,2026-08-14T01:47:00+00:00,2026-08-14T02:45:00+00:00,benign,False,,
AL-000145,CSE-003,AST-003-3,DoS,medium,2026-08-09T19:26:00+00:00,2026-08-09T19:31:00+00:00,2026-08-10T05:16:00+00:00,false_positive,False,,
AL-000146,CSE-003,AST-003-3,intrusion,high,2026-08-11T15:00:00+00:00,2026-08-11T15:05:00+00:00,2026-08-11T21:56:00+00:00,benign,False,,
AL-000147,CSE-003,AST-003-3,phishing,low,2026-08-05T08:43:00+00:00,2026-08-05T08:48:00+00:00,2026-08-05T14:16:00+00:00,false_positive,False,,
AL-000148,CSE-003,AST-003-3,malware,medium,2026-08-14T11:03:00+00:00,2026-08-14T11:08:00+00:00,2026-08-14T15:48:00+00:00,unresolved,False,,
AL-000149,CSE-003,AST-003-2,DoS,high,2026-08-22T03:24:00+00:00,2026-08-22T03:29:00+00:00,2026-08-22T09:53:00+00:00,true_positive,False,,
AL-000150,CSE-003,AST-003-2,malware,critical,2026-08-02T13:35:00+00:00,2026-08-02T13:40:00+00:00,2026-08-02T21:48:00+00:00,unresolved,False,,
AL-000151,CSE-003,AST-003-2,DoS,high,2026-08-18T13:33:00+00:00,2026-08-18T13:38:00+00:00,2026-08-18T22:43:00+00:00,false_positive,False,,
AL-000152,CSE-003,AST-003-3,DoS,high,2026-08-22T18:48:00+00:00,2026-08-22T18:53:00+00:00,2026-08-23T03:12:00+00:00,false_positive,False,,
AL-000153,CSE-003,AST-003-3,phishing,low,2026-08-29T02:07:00+00:00,2026-08-29T02:12:00+00:00,2026-08-29T11:30:00+00:00,benign,False,,
AL-000154,CSE-003,AST-003-2,malware,high,2026-08-08T01:30:00+00:00,2026-08-08T01:35:00+00:00,2026-08-08T08:19:00+00:00,benign,False,,
AL-000155,CSE-003,AST-003-2,malware,medium,2026-08-04T04:10:00+00:00,2026-08-04T04:15:00+00:00,2026-08-04T07:16:00+00:00,benign,False,,
AL-000156,CSE-003,AST-003-3,intrusion,medium,2026-08-02T21:37:00+00:00,2026-08-02T21:42:00+00:00,2026-08-03T03:14:00+00:00,true_positive,False,,
AL-000157,CSE-003,AST-003-2,DoS,medium,2026-08-10T04:56:00+00:00,2026-08-10T05:01:00+00:00,2026-08-10T13:59:00+00:00,false_positive,False,,
AL-000158,CSE-003,AST-003-2,intrusion,high,2026-08-15T07:10:00+00:00,2026-08-15T07:15:00+00:00,2026-08-15T14:47:00+00:00,benign,False,,
AL-000159,CSE-003,AST-003-3,phishing,low,2026-08-18T23:44:00+00:00,2026-08-18T23:49:00+00:00,2026-08-19T05:40:00+00:00,true_positive,False,,
AL-000160,CSE-003,AST-003-3,phishing,low,2026-08-28T00:59:00+00:00,2026-08-28T01:04:00+00:00,2026-08-28T06:01:00+00:00,benign,False,,
AL-000161,CSE-003,AST-003-2,malware,low,2026-08-01T12:53:00+00:00,2026-08-01T12:58:00+00:00,2026-08-01T20:51:00+00:00,true_positive,False,,
AL-000162,CSE-003,AST-003-1,intrusion,critical,2026-08-13T19:54:00+00:00,2026-08-13T19:59:00+00:00,2026-08-14T02:44:00+00:00,benign,False,,
AL-000163,CSE-003,AST-003-1,intrusion,medium,2026-08-16T02:56:00+00:00,2026-08-16T03:01:00+00:00,2026-08-16T12:10:00+00:00,true_positive,False,,
